shipment_id,order_id,carrier,tracking_number,shipped_date,delivered_date,destination,shipping_address,shipping_cost,weight,status,address_validated
357,543,UPS,cd3fde25-824d-41dc-a,2025-08-07,2025-08-12,Chicago,"820 Oak Ave, Philadelphia, PA 28035",48.79,9.78,delivered,TRUE
358,544,UPS,cadf6532-b23e-4d97-9,2025-06-04,2025-06-09,New York,"301 Market St, San Jose, CA 72746",14.08,8.13,delivered,TRUE
359,545,UPS,6383ff78-265a-46ba-8,2025-05-09,,Los Angeles,"821 Random Rd, Los Angeles",45.51,6.79,in-transit,TRUE
360,546,UPS,5c432434-1052-4fb8-b,2025-09-21,2025-09-22,Phoenix,"907 Random Rd, Phoenix",10.18,0.97,delivered,TRUE
361,548,FedEx,c8565883-5f23-4857-a,2025-09-14,2025-09-15,San Antonio,"354 Broadway, San Jose, CA 76809",14.53,3.67,delivered,TRUE
362,549,UPS,4be47072-22cc-4813-9,2025-08-09,,Dallas,"335 Pine Rd, San Jose, CA 87537",10.09,5.54,in-transit,TRUE
363,550,UPS,6388b5f8-e255-4788-8,2025-08-13,2025-08-17,Philadelphia,"998 Broadway, Dallas, TX 53515",30.96,0.83,delivered,TRUE
364,551,USPS,3dfbe5e0-f075-4a4b-8,2025-07-30,,San Diego,"636 Oak Ave, Dallas, TX 59634",6.02,8.89,in-transit,TRUE
365,552,UPS,62f1feb3-6489-44ee-8,2025-08-08,2025-08-15,Chicago,"890 Market St, Los Angeles, CA 27324",44.23,3.83,delivered,FALSE
366,553,UPS,4d6b9855-76be-4058-a,2025-10-09,,San Jose,"533 Pine Rd, Houston, TX 97096",7.8,6.52,in-transit,TRUE
367,554,UPS,ba904889-e27d-4542-8,2025-05-13,2025-05-15,New York,"650 Pine Rd, Chicago, IL 90534",11.26,4.98,delivered,TRUE
368,556,USPS,76bcb06b-4385-4483-9,2025-07-21,,San Antonio,"750 Main St, Phoenix, AZ 61897",22.86,3.03,in-transit,TRUE
369,558,UPS,8873bc30-c480-43d8-b,2025-08-03,,Houston,"782 Broadway, San Diego, CA 85952",42.54,5.36,in-transit,TRUE
370,560,DHL,b52153ab-14ac-466a-8,2025-09-24,2025-09-26,San Antonio,"839 Random Rd, San Antonio",23.77,2.42,delivered,TRUE
371,561,FedEx,d5df630e-350a-4cde-8,2025-10-31,,Phoenix,"630 Oak Ave, Houston, TX 69606",8.56,0.8,in-transit,TRUE
372,562,DHL,8421a638-cd20-477b-b,2025-08-20,2025-08-25,Dallas,"718 Market St, San Diego, CA 58148",49.66,2.91,delivered,TRUE
373,564,USPS,4c8df5ea-0e98-4917-8,2025-07-31,2025-08-02,San Antonio,"515 Oak Ave, Dallas, TX 76088",11.03,2.36,delivered,TRUE
374,565,DHL,fb9337c5-5336-42ef-b,2025-10-21,2025-10-28,Phoenix,"939 Oak Ave, San Antonio, TX 77681",44.99,2.96,delivered,TRUE
375,566,UPS,e573db96-e9f9-4063-9,2025-10-11,,Houston,"863 Random Rd, Houston",23.59,3.14,in-transit,TRUE
376,568,USPS,f3e3e5c4-752e-429e-a,2025-10-15,,Dallas,"978 Main St, New York, NY 49893",45.87,8.75,in-transit,TRUE
377,569,USPS,e8283ff7-d7aa-4e0a-9,2025-10-22,2025-10-28,San Diego,"655 Market St, San Diego, CA 66757",16.08,7.95,delivered,TRUE
378,570,DHL,ca3e4ce5-5bc4-4a92-a,2025-05-15,2025-05-18,Chicago,"394 Oak Ave, New York, NY 51405",41.05,1.79,delivered,TRUE
379,572,FedEx,ad8dc7c4-b91d-4e8a-9,2025-10-25,2025-10-30,San Diego,"328 Broadway, Los Angeles, CA 62872",13.42,8.02,delivered,TRUE
380,573,USPS,851bbc28-4228-45b9-a,2025-07-08,2025-07-11,New York,"103 Market St, San Diego, CA 55607",11.81,0.41,delivered,TRUE
381,574,DHL,540f67b8-8d42-407c-9,2025-08-30,,San Jose,"867 Pine Rd, Chicago, IL 21847",10.33,7.66,in-transit,TRUE
382,575,USPS,5413f990-4d92-4f84-a,2025-08-26,2025-08-31,Philadelphia,"625 Oak Ave, San Antonio, TX 86368",21.73,5.75,delivered,TRUE
383,576,DHL,a6cc3fde-30ea-484e-a,2025-05-10,,Philadelphia,"116 Oak Ave, Phoenix, AZ 79443",36.66,5.55,in-transit,TRUE
384,577,FedEx,ed82b1fe-137b-40b8-b,2025-08-03,2025-08-09,San Antonio,"699 Main St, New York, NY 17944",43.23,2.31,delivered,TRUE
385,578,UPS,cae9e75c-6eee-4754-a,2025-08-06,,Houston,"958 Random Rd, Houston",6.46,6.78,in-transit,TRUE
386,580,USPS,99c29345-906e-4898-8,2025-10-25,,Philadelphia,"553 Pine Rd, Dallas, TX 65771",47.4,6.03,in-transit,TRUE
387,581,DHL,2798d002-a06e-4932-9,2025-10-17,,Philadelphia,"285 Market St, Houston, TX 90358",36.19,4.65,in-transit,TRUE
388,582,UPS,2e5a55ee-5e5f-4b1b-8,2025-10-06,,Houston,"268 Oak Ave, Houston, TX 65460",12.91,3.72,in-transit,TRUE
389,583,UPS,98907e57-9c37-4e42-a,2025-05-16,2025-05-22,San Diego,"25 Oak Ave, Philadelphia, PA 46188",10.54,10.0,delivered,TRUE
390,585,USPS,510222b7-4f7d-4fe6-a,2025-08-12,2025-08-13,San Diego,"165 Market St, San Antonio, TX 36724",10.49,2.53,delivered,TRUE
391,587,FedEx,8cdde634-9c01-4812-8,2025-09-22,2025-09-24,San Antonio,"620 Main St, San Antonio, TX 60432",45.12,8.36,delivered,TRUE
392,588,USPS,5810fcf2-0248-4a4a-8,2025-06-08,2025-06-11,Los Angeles,"749 Oak Ave, New York, NY 63736",24.29,3.23,delivered,TRUE
393,589,UPS,f29247d1-608e-4261-9,2025-08-13,2025-08-18,San Diego,"674 Pine Rd, New York, NY 23529",25.59,0.87,delivered,TRUE
394,590,USPS,fbdb1856-aea6-4870-8,2025-07-30,,San Jose,"230 Random Rd, San Jose",45.32,6.76,in-transit,TRUE
395,594,USPS,b73a8d45-d9b6-4a7a-8,2025-08-06,,New York,"309 Main St, Houston, TX 46025",40.26,2.93,in-transit,TRUE
396,596,DHL,af6ed141-0ac9-4372-a,2025-07-31,2025-08-02,Philadelphia,"694 Market St, Philadelphia, PA 31632",12.16,9.1,delivered,TRUE
397,598,FedEx,154c1479-b3d6-4056-a,2025-05-27,2025-06-03,Phoenix,"92 Oak Ave, Philadelphia, PA 17345",35.3,2.18,delivered,TRUE
398,600,UPS,b68c323c-338e-4490-9,2025-06-29,2025-07-06,Chicago,"867 Main St, Houston, TX 42701",33.99,6.24,delivered,TRUE
399,602,DHL,855d2009-f8b2-4751-9,2025-09-14,2025-09-20,Dallas,"683 Market St, San Jose, CA 19120",30.13,1.7,delivered,TRUE
400,603,USPS,2c38e45e-5f9f-46db-b,2025-07-02,2025-07-05,Los Angeles,"268 Pine Rd, Philadelphia, PA 25194",15.0,6.64,delivered,TRUE
401,605,USPS,65e2bbd8-a0ae-457d-8,2025-09-01,2025-09-07,San Jose,"460 Random Rd, San Jose",6.63,3.96,delivered,TRUE
402,606,USPS,317def33-9169-4e21-9,2025-06-16,2025-06-22,Chicago,"760 Random Rd, Chicago",48.46,7.43,delivered,TRUE
403,608,USPS,477a78a8-23ad-4b72-a,2025-07-11,2025-07-18,Phoenix,"440 Market St, Houston, TX 98777",8.54,3.0,delivered,TRUE
404,613,UPS,a4a356f5-334e-478a-b,2025-08-01,,Los Angeles,"635 Market St, Chicago, IL 66059",8.92,3.94,in-transit,TRUE
405,614,USPS,e5079712-0e87-411d-b,2025-10-31,,Philadelphia,"241 Oak Ave, Houston, TX 30308",48.39,1.87,in-transit,TRUE
406,615,UPS,2a4efaf8-e887-40cf-8,2025-10-20,,Los Angeles,"89 Oak Ave, San Diego, CA 87814",22.69,6.99,in-transit,TRUE
407,617,FedEx,cc30391d-2821-461c-b,2025-10-03,2025-10-05,San Antonio,"633 Main St, San Jose, CA 50539",12.64,6.91,delivered,TRUE
408,618,FedEx,8b33dc0e-87ba-4f57-9,2025-08-31,2025-09-03,Chicago,"986 Market St, New York, NY 19034",31.76,1.07,delivered,TRUE
409,619,UPS,99ec114f-ceda-4e1d-8,2025-11-03,2025-11-04,Houston,"281 Market St, Houston, TX 27154",42.64,7.4,delivered,TRUE
410,620,DHL,40fe9d40-1aa0-4919-9,2025-08-11,,Dallas,"987 Random Rd, Dallas",8.53,6.77,in-transit,TRUE
411,623,USPS,085bd741-be08-4877-b,2025-06-13,,Philadelphia,"198 Pine Rd, Los Angeles, CA 29073",18.86,8.72,in-transit,FALSE
412,624,USPS,6c89e119-a806-411e-8,2025-05-16,,Phoenix,"811 Random Rd, Phoenix",41.67,7.68,in-transit,TRUE
413,626,DHL,3acdf73a-0f2b-4c6d-9,2025-05-21,,San Diego,"288 Pine Rd, Houston, TX 51904",46.41,1.39,in-transit,TRUE
414,627,UPS,43eae8bb-6cbf-404f-b,2025-07-04,2025-07-08,Philadelphia,"29 Main St, San Diego, CA 57576",27.56,1.15,delivered,TRUE
415,628,FedEx,e9363616-9c87-4f13-a,2025-10-22,2025-10-24,Philadelphia,"670 Main St, Los Angeles, CA 90610",43.67,9.53,delivered,TRUE
416,629,UPS,93becf2f-7072-4876-b,2025-09-26,,Houston,"651 Oak Ave, Phoenix, AZ 25408",19.96,7.4,in-transit,TRUE
417,630,UPS,9877b7ee-a8ce-46b6-8,2025-09-16,2025-09-23,San Antonio,"423 Random Rd, San Antonio",25.39,0.77,delivered,TRUE
418,632,DHL,1820a6c1-7bde-4f65-8,2025-09-06,2025-09-09,New York,"184 Pine Rd, Houston, TX 20739",37.36,3.94,delivered,TRUE
419,633,USPS,6ccb2a22-1b85-46f1-b,2025-07-11,2025-07-15,San Jose,"377 Pine Rd, Phoenix, AZ 66450",5.87,9.38,delivered,TRUE
420,636,DHL,07078511-2f76-4696-9,2025-10-04,2025-10-05,New York,"440 Random Rd, New York",21.76,8.62,delivered,TRUE
421,638,DHL,82734be8-4127-4229-8,2025-10-29,2025-11-02,Phoenix,"474 Pine Rd, San Antonio, TX 97881",17.2,1.25,delivered,TRUE
422,639,UPS,253bae7e-865f-4ca8-9,2025-09-20,2025-09-22,Phoenix,"126 Main St, Dallas, TX 72422",35.35,8.41,delivered,TRUE
423,640,FedEx,64e8fa4c-e188-4c8c-8,2025-06-22,2025-06-27,Phoenix,"450 Broadway, Los Angeles, CA 33652",19.33,7.92,delivered,TRUE
424,642,FedEx,5543ff0a-9cbd-4757-8,2025-07-16,2025-07-17,Los Angeles,"971 Pine Rd, San Diego, CA 15297",5.35,5.23,delivered,TRUE
425,643,UPS,739f6165-ea4c-406c-8,2025-09-20,2025-09-22,Dallas,"918 Random Rd, Dallas",31.66,7.17,delivered,TRUE
426,645,UPS,f1dd1ced-7977-4acb-b,2025-10-12,2025-10-14,San Diego,"823 Pine Rd, Chicago, IL 83149",30.49,5.16,delivered,TRUE
427,647,DHL,a910c002-fe97-4cae-8,2025-05-13,2025-05-18,Los Angeles,"640 Broadway, Dallas, TX 42275",44.39,1.46,delivered,TRUE
428,649,UPS,624898d1-3efa-49ba-9,2025-10-28,2025-10-29,Dallas,"828 Oak Ave, San Jose, CA 30758",25.94,3.75,delivered,TRUE
429,650,UPS,65d84169-ddb2-4791-b,2025-06-06,,Los Angeles,"341 Pine Rd, Chicago, IL 47923",48.43,4.42,in-transit,TRUE
430,651,FedEx,dd0b33ab-4958-439e-b,2025-06-16,,Philadelphia,"541 Broadway, Philadelphia, PA 91033",10.68,1.49,in-transit,TRUE
431,653,FedEx,f3c25264-1f1a-4f99-9,2025-08-06,2025-08-09,Chicago,"54 Oak Ave, Los Angeles, CA 78125",12.56,1.25,delivered,TRUE
432,654,DHL,d4280810-1679-40aa-a,2025-09-20,,San Antonio,"601 Oak Ave, San Jose, CA 16731",20.16,7.54,in-transit,TRUE
433,655,UPS,5a299731-a88f-42a6-a,2025-05-30,,Houston,"525 Pine Rd, Chicago, IL 40692",14.28,8.49,in-transit,TRUE
434,656,FedEx,d468d14a-3e13-4e87-b,2025-09-01,2025-09-04,San Jose,"782 Broadway, San Diego, CA 85952",10.21,3.4,delivered,TRUE
435,658,DHL,1ceacb73-7485-43e2-a,2025-09-17,2025-09-23,San Diego,"462 Market St, San Diego, CA 98555",41.0,7.88,delivered,TRUE
436,660,DHL,cd6a527f-25f7-4184-8,2025-08-07,2025-08-09,San Diego,"323 Market St, Phoenix, AZ 88986",34.67,0.81,delivered,TRUE
437,661,DHL,fdfb4e00-3642-4f77-b,2025-07-10,2025-07-12,Philadelphia,"807 Pine Rd, Houston, TX 57467",38.91,4.35,delivered,TRUE
438,663,UPS,ff7c8713-d963-4a81-8,2025-06-07,2025-06-11,Houston,"183 Main St, San Jose, CA 57151",25.51,4.79,delivered,TRUE
439,664,FedEx,b7742c86-afe3-4325-a,2025-11-01,,Dallas,"719 Random Rd, Dallas",23.6,5.44,in-transit,TRUE
440,665,UPS,9136419d-5ab5-4839-a,2025-07-26,2025-07-28,Phoenix,"680 Main St, San Antonio, TX 74139",15.54,3.47,delivered,TRUE
441,666,DHL,56400dd0-a04e-4b2e-9,2025-10-29,2025-11-02,New York,"945 Market St, Houston, TX 73499",19.0,6.01,delivered,TRUE
442,667,USPS,3e382e3b-4a2e-4a10-b,2025-05-26,2025-05-31,San Diego,"557 Main St, San Diego, CA 74478",25.06,6.53,delivered,TRUE
443,670,USPS,ff9b0186-51a7-46f0-8,2025-08-15,2025-08-18,Phoenix,"735 Random Rd, Phoenix",29.25,1.33,delivered,TRUE
444,671,FedEx,fa7a1770-4416-4c26-a,2025-07-16,,San Diego,"328 Broadway, Los Angeles, CA 62872",32.67,5.67,in-transit,TRUE
445,673,USPS,e2b5aabb-b495-4ef6-9,2025-06-14,2025-06-16,Philadelphia,"508 Broadway, Phoenix, AZ 24264",27.95,9.41,delivered,TRUE
446,674,USPS,2c7a555f-343c-4a48-a,2025-10-11,2025-10-18,New York,"431 Market St, Philadelphia, PA 47777",7.61,7.74,delivered,TRUE
447,675,USPS,c3454b29-f932-4b6c-8,2025-10-10,2025-10-13,San Antonio,"819 Market St, Los Angeles, CA 11824",7.42,7.11,delivered,TRUE
448,676,DHL,31c6ce2e-6949-4a25-9,2025-09-20,,San Antonio,"644 Random Rd, San Antonio",36.04,2.35,in-transit,TRUE
449,677,DHL,21277ad3-4992-49f9-b,2025-07-25,,Phoenix,"152 Pine Rd, Chicago, IL 49469",44.81,0.97,in-transit,TRUE
450,679,FedEx,cd35238f-d244-4631-a,2025-09-22,2025-09-25,Houston,"171 Pine Rd, Philadelphia, PA 23487",16.86,8.35,delivered,FALSE
451,682,FedEx,9a91393d-d82d-4451-9,2025-09-27,,San Diego,"116 Market St, Chicago, IL 87430",32.49,7.3,in-transit,TRUE
452,683,DHL,51992838-c75f-414d-8,2025-10-27,,San Diego,"382 Market St, Houston, TX 19171",42.75,3.79,in-transit,TRUE
453,684,DHL,8f9636e5-e455-4a6e-9,2025-06-30,,New York,"40 Pine Rd, Philadelphia, PA 69054",41.81,6.39,in-transit,TRUE
454,685,FedEx,a1787053-d040-47fe-9,2025-08-25,2025-08-30,Houston,"981 Market St, New York, NY 76402",49.05,4.52,delivered,TRUE
455,686,UPS,6f3c2a21-8c85-45a8-a,2025-07-11,2025-07-14,Phoenix,"877 Random Rd, Phoenix",6.51,7.41,delivered,TRUE
456,689,FedEx,d3a1af92-1c81-442d-9,2025-07-15,,Phoenix,"695 Broadway, New York, NY 39579",31.34,9.04,in-transit,TRUE
457,690,FedEx,e05be806-d1c2-40e1-a,2025-08-29,,Los Angeles,"542 Random Rd, Los Angeles",49.38,0.74,in-transit,FALSE
458,693,FedEx,a44f23ab-9668-4039-8,2025-10-03,2025-10-06,New York,"244 Main St, New York, NY 14117",20.09,7.6,delivered,TRUE
459,695,DHL,c8a559c3-f469-49d4-8,2025-06-02,2025-06-08,Los Angeles,"152 Pine Rd, Chicago, IL 49469",13.91,7.35,delivered,TRUE
460,696,UPS,37048ada-f023-4167-9,2025-10-25,2025-10-26,Houston,"931 Broadway, San Antonio, TX 34914",34.89,4.48,delivered,TRUE
461,698,USPS,53c31bc7-6db1-46e3-a,2025-07-04,,San Antonio,"366 Pine Rd, Dallas, TX 71393",9.34,9.47,in-transit,TRUE
462,699,DHL,bbb1511d-57a9-48c5-a,2025-09-18,2025-09-23,Dallas,"204 Market St, Houston, TX 82628",37.23,6.5,delivered,TRUE
463,700,USPS,fc02c1f9-4c98-40f9-b,2025-09-14,2025-09-19,Phoenix,"284 Main St, San Jose, CA 58840",43.41,6.33,delivered,TRUE
464,701,DHL,2056f6bd-ff39-48df-9,2025-07-11,2025-07-17,Philadelphia,"759 Market St, Los Angeles, CA 19071",36.53,4.88,delivered,TRUE
465,704,DHL,e15d5733-2581-4ab0-8,2025-05-14,2025-05-19,Los Angeles,"89 Oak Ave, San Diego, CA 87814",46.28,6.1,delivered,TRUE
466,706,DHL,79d06ee0-1840-4736-b,2025-07-21,2025-07-27,San Jose,"65 Random Rd, San Jose",31.5,9.1,delivered,TRUE
467,707,USPS,bb44783e-7bf0-4ddd-a,2025-09-07,,San Jose,"415 Pine Rd, New York, NY 40689",9.34,5.48,in-transit,TRUE
468,708,FedEx,8ab3aa64-3f5b-47cb-9,2025-07-22,2025-07-28,Houston,"532 Broadway, Houston, TX 83137",39.29,6.77,delivered,TRUE
469,709,USPS,2aff9545-cfbd-48b8-8,2025-05-14,2025-05-19,San Antonio,"782 Broadway, San Diego, CA 85952",11.57,0.4,delivered,TRUE
470,710,UPS,4de39049-dc61-4d79-8,2025-07-31,,Philadelphia,"229 Broadway, San Diego, CA 27342",33.87,9.96,in-transit,TRUE
471,712,USPS,d383840d-a491-4a1e-8,2025-06-06,,Chicago,"804 Oak Ave, Phoenix, AZ 89569",9.22,2.87,in-transit,TRUE
472,713,USPS,cd267484-41df-4f5d-9,2025-06-20,2025-06-24,San Antonio,"241 Oak Ave, Houston, TX 30308",42.98,9.98,delivered,TRUE
473,714,USPS,aafaa0f7-6a14-4b15-b,2025-08-23,,Chicago,"869 Random Rd, Chicago",32.01,4.87,in-transit,TRUE
474,715,DHL,b92c06e8-984c-47af-b,2025-07-03,2025-07-09,San Jose,"790 Oak Ave, Chicago, IL 73035",43.83,0.89,delivered,FALSE
475,717,FedEx,56e66d6f-828a-420f-9,2025-10-21,,San Jose,"116 Market St, Chicago, IL 87430",38.98,5.99,in-transit,TRUE
476,718,DHL,167aa094-c158-4f84-8,2025-06-10,2025-06-13,Houston,"230 Pine Rd, Chicago, IL 23396",29.42,4.1,delivered,TRUE
477,719,DHL,a5cfd0a6-55d1-42ad-8,2025-10-06,,San Jose,"870 Main St, Phoenix, AZ 54453",23.5,3.89,in-transit,TRUE
478,725,USPS,c3741d87-e627-4587-8,2025-10-25,2025-11-01,Houston,"306 Main St, San Antonio, TX 63088",18.5,3.34,delivered,TRUE
479,726,UPS,bfd222ff-c991-4424-b,2025-06-11,,Houston,"450 Broadway, Los Angeles, CA 33652",20.5,2.13,in-transit,TRUE
480,727,USPS,93ab481d-0366-49b8-8,2025-05-22,2025-05-28,Houston,"881 Main St, Los Angeles, CA 11267",30.13,8.38,delivered,TRUE
481,728,FedEx,4ca5af20-d52d-478c-b,2025-08-04,2025-08-10,Philadelphia,"881 Main St, Los Angeles, CA 11267",49.09,0.85,delivered,TRUE
482,731,UPS,b12cafb6-6b50-43db-a,2025-08-11,,New York,"343 Pine Rd, Dallas, TX 78116",28.39,3.45,in-transit,TRUE
483,733,UPS,b1d40a56-7cda-49cc-a,2025-08-01,,New York,"860 Broadway, San Antonio, TX 68446",44.04,2.94,in-transit,TRUE
484,738,DHL,dad61b5b-d626-42a7-8,2025-06-29,2025-06-30,Houston,"36 Pine Rd, San Jose, CA 85470",37.24,2.0,delivered,TRUE
485,739,FedEx,707e6d6c-3310-4150-8,2025-10-02,2025-10-08,Houston,"882 Market St, San Jose, CA 55054",8.49,3.13,delivered,TRUE
486,740,USPS,af087190-30ba-462e-9,2025-07-11,,Los Angeles,"727 Pine Rd, San Antonio, TX 57851",44.8,4.51,in-transit,TRUE
487,741,FedEx,b91069c4-542b-41e7-a,2025-10-04,2025-10-08,San Antonio,"162 Oak Ave, Dallas, TX 35156",43.03,7.64,delivered,TRUE
488,742,USPS,3607ca72-08b8-40f0-b,2025-08-26,,San Jose,"980 Oak Ave, San Jose, CA 72784",37.74,9.63,in-transit,TRUE
489,746,UPS,fb61cb21-fdda-4677-9,2025-08-29,2025-08-30,New York,"703 Pine Rd, Phoenix, AZ 11461",27.28,5.06,delivered,TRUE
490,747,UPS,de7c2990-1525-49e8-8,2025-07-28,,Chicago,"940 Broadway, San Diego, CA 95437",36.88,8.96,in-transit,TRUE
491,749,UPS,8f754d4b-6826-4aac-8,2025-10-26,,Philadelphia,"674 Pine Rd, New York, NY 23529",37.94,5.01,in-transit,TRUE
492,750,FedEx,11f494e5-2b6f-45de-a,2025-10-29,,Los Angeles,"240 Random Rd, Los Angeles",17.32,0.79,in-transit,TRUE
493,751,DHL,c58e0c83-904e-4ec5-b,2025-06-24,2025-06-27,San Jose,"239 Main St, San Diego, CA 55890",41.74,6.3,delivered,TRUE
494,752,UPS,383722c4-fd15-44dc-a,2025-09-13,2025-09-19,Philadelphia,"669 Oak Ave, Phoenix, AZ 69867",32.46,4.04,delivered,TRUE
495,753,UPS,2199d8b0-a3df-49c9-a,2025-10-31,2025-11-03,San Diego,"53 Oak Ave, Houston, TX 77880",49.51,3.3,delivered,TRUE
496,755,DHL,4ff5e80b-693e-4663-9,2025-08-18,2025-08-24,San Antonio,"954 Market St, Philadelphia, PA 88188",12.33,7.75,delivered,TRUE
497,756,DHL,d4388e54-97a5-45b4-a,2025-10-25,2025-10-30,Philadelphia,"35 Main St, Chicago, IL 42092",25.81,6.83,delivered,TRUE
498,757,FedEx,46950b57-024a-4502-9,2025-06-24,2025-06-26,Los Angeles,"151 Pine Rd, San Jose, CA 16839",43.44,6.63,delivered,TRUE
499,758,DHL,db850e9f-f8bc-42a8-a,2025-10-20,2025-10-24,San Antonio,"861 Broadway, Phoenix, AZ 36433",5.05,8.65,delivered,TRUE
500,760,FedEx,15369cbe-6f68-493a-8,2025-11-02,2025-11-03,New York,"140 Random Rd, New York",34.1,5.86,delivered,TRUE
501,763,USPS,aeb0af1f-d27b-4ee9-9,2025-08-07,2025-08-13,Phoenix,"539 Broadway, Houston, TX 99737",20.16,4.54,delivered,TRUE
502,765,UPS,2df66e6e-69c6-430d-a,2025-09-25,,Houston,"722 Market St, San Diego, CA 92802",36.47,0.3,in-transit,TRUE
503,767,USPS,af385bb7-5ca2-442f-8,2025-09-03,2025-09-08,New York,"440 Random Rd, New York",24.06,9.52,delivered,TRUE
504,768,DHL,0398d0c6-876f-4b43-9,2025-08-16,2025-08-22,San Jose,"99 Random Rd, San Jose",29.43,7.38,delivered,TRUE
505,769,DHL,7edda556-98ca-4740-9,2025-06-27,2025-07-03,Dallas,"866 Broadway, Houston, TX 56665",36.36,6.1,delivered,TRUE
506,770,FedEx,7d4d1dc7-5295-436a-a,2025-08-01,2025-08-02,Houston,"797 Pine Rd, San Diego, CA 60052",12.51,5.62,delivered,TRUE
507,772,FedEx,99d03a30-286a-4631-b,2025-09-17,2025-09-21,New York,"901 Oak Ave, New York, NY 28004",26.17,3.85,delivered,TRUE
508,773,USPS,913163fb-c294-4eef-a,2025-10-18,2025-10-22,Dallas,"386 Random Rd, Dallas",19.75,7.11,delivered,TRUE
509,774,FedEx,ce3c53c6-e023-453f-9,2025-07-10,,Philadelphia,"140 Broadway, New York, NY 87640",5.19,1.6,in-transit,TRUE
510,775,UPS,6c526ef6-28fd-4923-9,2025-09-04,2025-09-07,Houston,"620 Main St, San Jose, CA 16895",46.0,1.29,delivered,TRUE
511,776,DHL,cf5f7de1-0343-42ac-a,2025-10-03,,Philadelphia,"235 Market St, New York, NY 88554",21.68,2.74,in-transit,TRUE
512,779,FedEx,32a4c9a8-c95b-47d8-b,2025-07-20,2025-07-24,Phoenix,"405 Main St, San Diego, CA 41599",36.15,3.86,delivered,TRUE
513,780,USPS,8319732b-2309-4e0d-a,2025-08-05,2025-08-08,Philadelphia,"565 Pine Rd, San Diego, CA 33010",48.55,6.54,delivered,TRUE
514,781,FedEx,cf659a2d-26e7-4ace-9,2025-10-02,,Phoenix,"798 Random Rd, Phoenix",34.68,4.35,in-transit,TRUE
515,782,DHL,6abb9cd2-8905-48f3-a,2025-10-14,2025-10-20,Phoenix,"585 Market St, New York, NY 64592",24.73,0.22,delivered,TRUE
516,783,UPS,902a93f7-51e3-45ae-b,2025-09-21,2025-09-28,Dallas,"706 Broadway, Houston, TX 20730",26.66,0.89,delivered,FALSE
517,784,DHL,66ed93e6-fe14-441c-8,2025-05-12,2025-05-15,Dallas,"712 Main St, Philadelphia, PA 86326",17.28,6.36,delivered,TRUE
518,785,DHL,35cfbb4a-9b5b-411c-8,2025-09-28,2025-10-03,San Jose,"432 Market St, Philadelphia, PA 52395",32.57,6.11,delivered,TRUE
519,786,FedEx,e401e4e8-e8f4-4986-b,2025-05-31,2025-06-07,Houston,"783 Random Rd, Houston",16.06,2.12,delivered,TRUE
520,787,FedEx,9cab73b8-cf62-4875-8,2025-08-08,2025-08-15,San Antonio,"577 Random Rd, San Antonio",29.83,8.01,delivered,TRUE
521,788,USPS,f97ca9e6-874a-490a-9,2025-06-28,2025-07-03,Chicago,"557 Main St, San Diego, CA 74478",28.07,9.6,delivered,TRUE
522,790,UPS,6e1f524d-9df1-4340-b,2025-06-02,,San Antonio,"36 Pine Rd, San Jose, CA 85470",46.0,3.91,in-transit,TRUE
523,791,UPS,5095d2dd-9e59-4112-9,2025-10-14,2025-10-16,Philadelphia,"539 Broadway, Houston, TX 99737",27.1,8.31,delivered,TRUE
524,792,DHL,bf3f9ee1-75ce-40be-8,2025-08-27,2025-09-02,San Jose,"251 Random Rd, San Jose",29.45,5.01,delivered,TRUE
525,795,UPS,67646762-a906-44c4-9,2025-10-21,,Chicago,"639 Market St, Chicago, IL 93032",31.09,5.32,in-transit,TRUE
526,796,DHL,8c625270-48ce-42ac-9,2025-06-14,2025-06-17,San Jose,"882 Pine Rd, New York, NY 57214",6.37,2.13,delivered,TRUE
527,798,USPS,cd2fa1e2-b7fe-446a-9,2025-06-04,2025-06-06,San Jose,"387 Market St, Phoenix, AZ 76207",7.59,4.07,delivered,TRUE
528,799,DHL,9f26bf3c-758a-40db-9,2025-10-12,2025-10-14,San Antonio,"860 Broadway, San Antonio, TX 68446",13.33,1.06,delivered,TRUE
529,800,DHL,746725d1-5415-4c9c-b,2025-07-20,2025-07-24,San Diego,"423 Main St, Houston, TX 84668",41.29,5.48,delivered,TRUE
530,802,DHL,bd8cbda1-3740-4021-a,2025-09-28,2025-10-04,Houston,"19 Pine Rd, Dallas, TX 42539",8.39,9.96,delivered,TRUE
531,805,DHL,1d01b288-32fd-4bc9-a,2025-10-12,2025-10-15,San Jose,"194 Pine Rd, New York, NY 50499",16.91,4.42,delivered,TRUE
532,807,FedEx,f4353b27-e09f-43c6-8,2025-10-29,2025-11-03,Houston,"961 Pine Rd, Chicago, IL 12052",6.49,2.31,delivered,TRUE
533,808,USPS,bc4295e0-d8f0-4da2-9,2025-10-14,,San Antonio,"171 Random Rd, San Antonio",11.31,1.35,in-transit,TRUE
534,809,DHL,55486294-2f81-47d1-8,2025-06-06,2025-06-08,Phoenix,"327 Pine Rd, Dallas, TX 73131",27.41,4.02,delivered,TRUE
535,810,UPS,e98e0037-5107-4790-9,2025-08-21,,Phoenix,"323 Market St, Phoenix, AZ 88986",32.64,8.27,in-transit,TRUE
