order_id,customer_id,order_date,status,total_amount,payment_status,shipping_status,shipping_address,notes
463,87,2025-09-01T00:00:00,completed,927.9,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk
464,276,2025-06-30T00:00:00,cancelled,592.02,refunded,cancelled,"17 Sunset Blvd, San Diego, CA 92101",High priority
465,323,2025-06-29T00:00:00,processing,949.69,paid,pending,"123 Main St, New York, NY 10001",Holiday promo
466,424,2025-09-21T00:00:00,completed,672.31,paid,delivered,"123 Main St, New York, NY 10001",
467,333,2025-07-18T00:00:00,completed,589.42,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
468,644,2025-06-25T00:00:00,completed,733.99,paid,delivered,"123 Main St, New York, NY 10001",
469,669,2025-10-10T00:00:00,processing,297.73,failed,pending,"555 Cedar Ln, Phoenix, AZ 85001",Gift
470,24,2025-07-16T00:00:00,completed,252.14,paid,delivered,"88 River Rd, San Antonio, TX 78201",Fraud review
471,581,2025-10-27T00:00:00,shipped,283.06,paid,in_transit,"88 River Rd, San Antonio, TX 78201",Leave at front desk
472,340,2025-10-28T00:00:00,pending,947.61,unpaid,pending,"123 Main St, New York, NY 10001",INTENTIONAL_TOTAL_MISMATCH
473,512,2025-06-23T00:00:00,completed,384.18,paid,delivered,"77 Hill St, San Jose, CA 95101",Leave at front desk
474,357,2025-10-17T00:00:00,completed,188.1,paid,delivered,"88 River Rd, San Antonio, TX 78201",Gift
475,3,2025-08-06T00:00:00,completed,687.85,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Holiday promo
476,506,2025-06-17T00:00:00,completed,763.89,paid,delivered,"88 River Rd, San Antonio, TX 78201",Call before delivery
477,272,2025-09-30T00:00:00,processing,263.29,paid,pending,"789 Pine Rd, Chicago, IL 60601",Leave at front desk
478,222,2025-08-07T00:00:00,completed,801.68,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Gift
479,404,2025-08-03T00:00:00,shipped,587.71,paid,in_transit,"17 Sunset Blvd, San Diego, CA 92101",Fraud review
480,182,2025-10-16T00:00:00,completed,357.98,paid,delivered,"123 Main St, New York, NY 10001",
481,294,2025-08-18T00:00:00,shipped,664.08,paid,shipped,"77 Hill St, San Jose, CA 95101",
482,595,2025-08-19T00:00:00,pending,365.87,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",Holiday promo
483,572,2025-09-26T00:00:00,completed,715.76,paid,delivered,"123 Main St, New York, NY 10001",Leave at front desk
484,63,2025-07-14T00:00:00,completed,218.8,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Deliver to neighbor if absent
485,93,2025-06-09T00:00:00,cancelled,295.46,unpaid,cancelled,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
486,364,2025-06-28T00:00:00,pending,488.49,unpaid,pending,"123 Main St, New York, NY 10001",High priority
487,66,2025-07-20T00:00:00,shipped,721.33,paid,shipped,"402 Lakeview Dr, Dallas, TX 75201",
488,68,2025-09-29T00:00:00,processing,522.6,failed,pending,"17 Sunset Blvd, San Diego, CA 92101",
489,557,2025-07-29T00:00:00,shipped,198.21,pending,delivered,"402 Lakeview Dr, Dallas, TX 75201",
490,689,2025-07-25T00:00:00,processing,58.76,paid,pending,"17 Sunset Blvd, San Diego, CA 92101",Gift
491,272,2025-09-05T00:00:00,cancelled,155.2,refunded,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
492,567,2025-10-07T00:00:00,completed,72.5,paid,delivered,"123 Main St, New York, NY 10001",Fraud review
493,332,2025-05-22T00:00:00,cancelled,847.7,unpaid,cancelled,"321 Maple St, Houston, TX 77001",
494,580,2025-05-15T00:00:00,shipped,519.38,paid,shipped,"88 River Rd, San Antonio, TX 78201",Gift
495,308,2025-09-20T00:00:00,completed,876.56,paid,delivered,"321 Maple St, Houston, TX 77001",Holiday promo
496,229,2025-08-16T00:00:00,completed,49.52,paid,delivered,"321 Maple St, Houston, TX 77001",
497,543,2025-05-14T00:00:00,completed,84.79,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Holiday promo
498,93,2025-07-19T00:00:00,completed,409.88,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Gift
499,104,2025-08-31T00:00:00,shipped,707.51,pending,in_transit,"321 Maple St, Houston, TX 77001",Fraud review
500,543,2025-07-22T00:00:00,completed,441.86,paid,delivered,"88 River Rd, San Antonio, TX 78201",Fraud review
501,515,2025-10-31T00:00:00,pending,284.26,unpaid,pending,"789 Pine Rd, Chicago, IL 60601",Holiday promo
502,247,2025-09-20T00:00:00,completed,835.03,paid,delivered,"123 Main St, New York, NY 10001",Deliver to neighbor if absent
503,255,2025-08-03T00:00:00,cancelled,109.06,unpaid,cancelled,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
504,582,2025-08-11T00:00:00,completed,45.24,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Call before delivery | INTENTIONAL_TOTAL_MISMATCH
505,112,2025-06-28T00:00:00,cancelled,356.41,refunded,cancelled,"402 Lakeview Dr, Dallas, TX 75201",Holiday promo
506,690,2025-07-05T00:00:00,processing,531.96,paid,pending,"456 Oak Ave, Los Angeles, CA 90001",Deliver to neighbor if absent | INTENTIONAL_TOTAL_MISMATCH
507,590,2025-07-31T00:00:00,completed,710.37,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",High priority
508,15,2025-09-04T00:00:00,completed,1009.35,paid,delivered,"77 Hill St, San Jose, CA 95101",Fraud review | INTENTIONAL_TOTAL_MISMATCH
509,264,2025-10-04T00:00:00,pending,775.08,unpaid,pending,"77 Hill St, San Jose, CA 95101",Leave at front desk
510,231,2025-09-10T00:00:00,cancelled,237.09,refunded,cancelled,"77 Hill St, San Jose, CA 95101",High priority
511,493,2025-05-13T00:00:00,completed,87.58,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Gift
512,620,2025-09-06T00:00:00,completed,822.35,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Fraud review
513,439,2025-09-27T00:00:00,shipped,747.75,pending,delivered,"402 Lakeview Dr, Dallas, TX 75201",Gift
514,271,2025-07-06T00:00:00,completed,254.12,paid,delivered,"123 Main St, New York, NY 10001",Call before delivery
515,538,2025-10-12T00:00:00,completed,375.72,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Holiday promo
516,103,2025-06-07T00:00:00,cancelled,206.59,refunded,cancelled,"123 Main St, New York, NY 10001",Fraud review
517,388,2025-09-26T00:00:00,processing,347.86,paid,pending,"123 Main St, New York, NY 10001",Leave at front desk
518,679,2025-05-26T00:00:00,completed,290.85,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",
519,94,2025-11-04T00:00:00,completed,199.62,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",
520,435,2025-08-19T00:00:00,completed,861.38,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Gift
521,116,2025-06-01T00:00:00,completed,390.26,paid,delivered,"88 River Rd, San Antonio, TX 78201",Call before delivery
522,441,2025-10-29T00:00:00,processing,489.35,failed,pending,"555 Cedar Ln, Phoenix, AZ 85001",INTENTIONAL_TOTAL_MISMATCH
523,136,2025-08-06T00:00:00,shipped,220.04,paid,shipped,"789 Pine Rd, Chicago, IL 60601",Fraud review
524,421,2025-10-27T00:00:00,completed,450.96,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Fraud review
525,221,2025-09-11T00:00:00,processing,694.02,paid,pending,"789 Pine Rd, Chicago, IL 60601",High priority
526,371,2025-05-13T00:00:00,processing,390.55,failed,pending,"88 River Rd, San Antonio, TX 78201",Deliver to neighbor if absent
527,,2025-08-12T00:00:00,cancelled,783.04,unpaid,cancelled,"88 River Rd, San Antonio, TX 78201",Deliver to neighbor if absent
528,185,2025-08-15T00:00:00,completed,499.74,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Gift
529,6,2025-10-26T00:00:00,completed,563.52,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",
530,346,2025-07-17T00:00:00,processing,943.01,paid,pending,"402 Lakeview Dr, Dallas, TX 75201",Gift
531,242,2025-05-14T00:00:00,shipped,517.82,paid,in_transit,"321 Maple St, Houston, TX 77001",
532,505,2025-10-12T00:00:00,shipped,606.65,paid,in_transit,"555 Cedar Ln, Phoenix, AZ 85001",Deliver to neighbor if absent
533,,2025-07-01T00:00:00,shipped,404.78,paid,in_transit,"321 Maple St, Houston, TX 77001",Deliver to neighbor if absent
534,24,2025-09-02T00:00:00,completed,817.24,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Gift
535,351,2025-06-06T00:00:00,completed,962.02,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Call before delivery
536,141,2025-08-15T00:00:00,shipped,248.22,pending,delivered,"123 Main St, New York, NY 10001",
537,359,2025-07-29T00:00:00,shipped,457.53,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk
538,184,2025-05-31T00:00:00,shipped,528.73,pending,in_transit,"2500 Elm St, Philadelphia, PA 19103",High priority
539,190,2025-09-29T00:00:00,processing,832.81,failed,pending,"2500 Elm St, Philadelphia, PA 19103",Call before delivery
540,444,2025-08-31T00:00:00,completed,568.65,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Holiday promo
541,540,2025-07-05T00:00:00,pending,786.66,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk
542,370,2025-07-01T00:00:00,processing,723.88,failed,pending,"789 Pine Rd, Chicago, IL 60601",Fraud review
543,278,2025-08-04T00:00:00,completed,821.14,paid,delivered,"77 Hill St, San Jose, CA 95101",Deliver to neighbor if absent
544,377,2025-10-26T00:00:00,processing,11.42,paid,pending,"123 Main St, New York, NY 10001",Gift
545,509,2025-06-19T00:00:00,processing,524.32,pending,pending,"555 Cedar Ln, Phoenix, AZ 85001",High priority
546,170,2025-10-26T00:00:00,shipped,350.76,paid,delivered,"88 River Rd, San Antonio, TX 78201",Call before delivery
547,484,2025-06-24T00:00:00,completed,740.47,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Fraud review
548,209,2025-11-01T00:00:00,cancelled,801.83,unpaid,cancelled,"321 Maple St, Houston, TX 77001",High priority
549,661,2025-11-06T00:00:00,completed,846.98,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Leave at front desk
550,553,2025-07-04T00:00:00,shipped,169.54,paid,delivered,"88 River Rd, San Antonio, TX 78201",Gift
551,420,2025-11-03T00:00:00,cancelled,21.66,unpaid,cancelled,"17 Sunset Blvd, San Diego, CA 92101",Call before delivery
552,87,2025-06-27T00:00:00,pending,295.66,unpaid,pending,"17 Sunset Blvd, San Diego, CA 92101",Fraud review
553,651,2025-06-30T00:00:00,shipped,762.31,paid,in_transit,"555 Cedar Ln, Phoenix, AZ 85001",Deliver to neighbor if absent
554,613,2025-06-27T00:00:00,completed,518.84,paid,delivered,"77 Hill St, San Jose, CA 95101",High priority
555,319,2025-05-12T00:00:00,completed,541.6,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",High priority
556,514,2025-10-24T00:00:00,shipped,957.25,pending,delivered,"456 Oak Ave, Los Angeles, CA 90001",
557,148,2025-11-04T00:00:00,completed,930.71,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Gift
558,326,2025-08-26T00:00:00,processing,900.67,pending,pending,"321 Maple St, Houston, TX 77001",Deliver to neighbor if absent
559,9,2025-07-02T00:00:00,completed,875.31,paid,delivered,"321 Maple St, Houston, TX 77001",
560,223,2025-08-30T00:00:00,completed,1105.05,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Deliver to neighbor if absent | INTENTIONAL_TOTAL_MISMATCH
561,122,2025-10-19T00:00:00,processing,999.46,paid,pending,"17 Sunset Blvd, San Diego, CA 92101",Deliver to neighbor if absent
562,11,2025-06-22T00:00:00,processing,148.84,pending,pending,"555 Cedar Ln, Phoenix, AZ 85001",
563,78,2025-09-30T00:00:00,processing,574.54,paid,pending,"402 Lakeview Dr, Dallas, TX 75201",Deliver to neighbor if absent
564,590,2025-09-23T00:00:00,shipped,235.03,paid,in_transit,"88 River Rd, San Antonio, TX 78201",
565,573,2025-10-12T00:00:00,shipped,784.79,paid,in_transit,"123 Main St, New York, NY 10001",High priority | INTENTIONAL_TOTAL_MISMATCH
566,516,2025-07-01T00:00:00,processing,771.85,failed,pending,"456 Oak Ave, Los Angeles, CA 90001",Call before delivery
567,573,2025-09-14T00:00:00,completed,26.91,paid,delivered,"77 Hill St, San Jose, CA 95101",Holiday promo
568,428,2025-06-16T00:00:00,processing,793.7,pending,pending,"456 Oak Ave, Los Angeles, CA 90001",Gift
569,268,2025-10-25T00:00:00,completed,778.32,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Fraud review
570,312,2025-07-20T00:00:00,shipped,897.85,paid,in_transit,"402 Lakeview Dr, Dallas, TX 75201",Deliver to neighbor if absent
571,171,2025-06-27T00:00:00,completed,981.42,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
572,296,2025-10-07T00:00:00,completed,594.51,paid,delivered,"123 Main St, New York, NY 10001",High priority
573,405,2025-06-01T00:00:00,completed,542.98,paid,delivered,"321 Maple St, Houston, TX 77001",Deliver to neighbor if absent
574,89,2025-10-23T00:00:00,cancelled,761.82,refunded,cancelled,"88 River Rd, San Antonio, TX 78201",High priority
575,211,2025-09-10T00:00:00,shipped,613.9,pending,delivered,"456 Oak Ave, Los Angeles, CA 90001",Deliver to neighbor if absent
576,468,2025-09-19T00:00:00,completed,800.89,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Call before delivery
577,362,2025-08-07T00:00:00,completed,91.2,paid,delivered,"789 Pine Rd, Chicago, IL 60601",High priority
578,7,2025-10-26T00:00:00,completed,109.67,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Call before delivery
579,329,2025-07-16T00:00:00,processing,782.44,failed,pending,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk
580,39,2025-06-08T00:00:00,shipped,26.56,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",
581,425,2025-10-30T00:00:00,processing,194.14,failed,pending,"789 Pine Rd, Chicago, IL 60601",Fraud review
582,26,2025-10-16T00:00:00,processing,206.69,pending,pending,"789 Pine Rd, Chicago, IL 60601",Holiday promo
583,120,2025-06-14T00:00:00,shipped,241.39,pending,in_transit,"402 Lakeview Dr, Dallas, TX 75201",Holiday promo
584,255,2025-09-17T00:00:00,shipped,700.77,pending,shipped,"402 Lakeview Dr, Dallas, TX 75201",Gift
585,,2025-09-21T00:00:00,cancelled,1272.16,unpaid,cancelled,"17 Sunset Blvd, San Diego, CA 92101",Gift | INTENTIONAL_TOTAL_MISMATCH
586,297,2025-07-25T00:00:00,completed,687.6,paid,delivered,"123 Main St, New York, NY 10001",High priority
587,554,2025-09-11T00:00:00,pending,329.09,unpaid,pending,"402 Lakeview Dr, Dallas, TX 75201",Holiday promo
588,349,2025-07-30T00:00:00,completed,191.39,paid,delivered,"321 Maple St, Houston, TX 77001",Call before delivery
589,367,2025-07-13T00:00:00,processing,570.56,failed,pending,"789 Pine Rd, Chicago, IL 60601",Leave at front desk
590,11,2025-09-16T00:00:00,completed,645.38,paid,delivered,"88 River Rd, San Antonio, TX 78201",Holiday promo
591,42,2025-08-30T00:00:00,shipped,256.3,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",High priority
592,125,2025-09-21T00:00:00,processing,938.26,failed,pending,"789 Pine Rd, Chicago, IL 60601",Call before delivery
593,172,2025-06-28T00:00:00,completed,305.37,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
594,165,2025-09-29T00:00:00,cancelled,182.11,refunded,cancelled,"123 Main St, New York, NY 10001",Holiday promo
595,652,2025-05-19T00:00:00,cancelled,359.05,refunded,cancelled,"77 Hill St, San Jose, CA 95101",Gift
596,574,2025-05-27T00:00:00,shipped,446.34,paid,delivered,"321 Maple St, Houston, TX 77001",Leave at front desk
597,303,2025-07-19T00:00:00,cancelled,908.19,refunded,cancelled,"321 Maple St, Houston, TX 77001",Gift
598,458,2025-09-28T00:00:00,completed,683.06,paid,delivered,"77 Hill St, San Jose, CA 95101",
599,160,2025-07-13T00:00:00,completed,395.9,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Deliver to neighbor if absent
600,32,2025-10-01T00:00:00,cancelled,697.15,unpaid,cancelled,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
601,183,2025-10-05T00:00:00,shipped,302.89,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",
602,182,2025-10-25T00:00:00,processing,244.07,failed,pending,"789 Pine Rd, Chicago, IL 60601",Holiday promo
603,180,2025-05-11T00:00:00,completed,929.18,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Call before delivery
604,176,2025-10-21T00:00:00,cancelled,298.18,refunded,cancelled,"789 Pine Rd, Chicago, IL 60601",Gift
605,688,2025-09-18T00:00:00,cancelled,737.67,refunded,cancelled,"77 Hill St, San Jose, CA 95101",
606,455,2025-05-19T00:00:00,shipped,196.72,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk
607,260,2025-08-25T00:00:00,shipped,8.45,paid,shipped,"17 Sunset Blvd, San Diego, CA 92101",
608,567,2025-06-23T00:00:00,pending,593.7,unpaid,pending,"402 Lakeview Dr, Dallas, TX 75201",Deliver to neighbor if absent | INTENTIONAL_TOTAL_MISMATCH
609,40,2025-07-04T00:00:00,completed,935.22,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Gift
610,208,2025-10-04T00:00:00,completed,249.12,paid,delivered,"77 Hill St, San Jose, CA 95101",Leave at front desk
611,260,2025-08-05T00:00:00,completed,608.63,paid,delivered,"88 River Rd, San Antonio, TX 78201",Holiday promo
612,77,2025-07-20T00:00:00,cancelled,203.28,unpaid,cancelled,"77 Hill St, San Jose, CA 95101",Holiday promo
613,16,2025-05-28T00:00:00,cancelled,356.84,unpaid,cancelled,"77 Hill St, San Jose, CA 95101",Leave at front desk
614,87,2025-10-26T00:00:00,processing,746.69,paid,pending,"321 Maple St, Houston, TX 77001",High priority | INTENTIONAL_TOTAL_MISMATCH
615,339,2025-07-29T00:00:00,processing,732.15,pending,pending,"789 Pine Rd, Chicago, IL 60601",Gift
616,115,2025-10-10T00:00:00,shipped,53.53,paid,shipped,"17 Sunset Blvd, San Diego, CA 92101",Gift | INTENTIONAL_TOTAL_MISMATCH
617,137,2025-10-15T00:00:00,processing,729.89,pending,pending,"77 Hill St, San Jose, CA 95101",High priority
618,523,2025-09-14T00:00:00,pending,86.43,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",Holiday promo
619,432,2025-08-03T00:00:00,shipped,5.32,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Deliver to neighbor if absent
620,147,2025-07-27T00:00:00,completed,682.78,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Gift
621,172,2025-06-01T00:00:00,completed,893.73,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Call before delivery
622,447,2025-10-23T00:00:00,completed,527.16,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
623,272,2025-10-12T00:00:00,completed,565.75,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Deliver to neighbor if absent
624,15,2025-06-04T00:00:00,completed,936.97,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Call before delivery
625,549,2025-07-08T00:00:00,completed,282.01,paid,delivered,"88 River Rd, San Antonio, TX 78201",Fraud review
626,257,2025-07-18T00:00:00,shipped,738.09,paid,in_transit,"88 River Rd, San Antonio, TX 78201",Fraud review
627,103,2025-09-12T00:00:00,completed,76.35,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Deliver to neighbor if absent
628,578,2025-05-28T00:00:00,completed,250.98,paid,delivered,"88 River Rd, San Antonio, TX 78201",Fraud review
629,182,2025-05-15T00:00:00,completed,460.84,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk
630,488,2025-07-27T00:00:00,processing,677.22,paid,pending,"789 Pine Rd, Chicago, IL 60601",High priority
631,259,2025-07-31T00:00:00,pending,994.65,unpaid,pending,"123 Main St, New York, NY 10001",INTENTIONAL_TOTAL_MISMATCH
632,120,2025-05-25T00:00:00,shipped,859.65,pending,in_transit,"123 Main St, New York, NY 10001",Fraud review
633,218,2025-06-23T00:00:00,completed,26.85,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Call before delivery
634,298,2025-10-27T00:00:00,completed,284.39,paid,delivered,"77 Hill St, San Jose, CA 95101",
635,510,2025-06-11T00:00:00,shipped,415.69,pending,in_transit,"402 Lakeview Dr, Dallas, TX 75201",Holiday promo
636,178,2025-07-16T00:00:00,processing,165.02,failed,pending,"88 River Rd, San Antonio, TX 78201",High priority | INTENTIONAL_TOTAL_MISMATCH
637,586,2025-07-13T00:00:00,completed,604.34,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Gift
638,62,2025-06-01T00:00:00,completed,514.75,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery
639,180,2025-10-19T00:00:00,completed,196.9,paid,delivered,"123 Main St, New York, NY 10001",Leave at front desk
640,595,2025-10-24T00:00:00,processing,321.47,failed,pending,"321 Maple St, Houston, TX 77001",
641,277,2025-08-30T00:00:00,cancelled,251.02,unpaid,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",High priority
642,307,2025-05-18T00:00:00,completed,577.47,paid,delivered,"123 Main St, New York, NY 10001",Leave at front desk
643,512,2025-07-05T00:00:00,processing,114.28,failed,pending,"123 Main St, New York, NY 10001",Deliver to neighbor if absent
644,653,2025-05-12T00:00:00,completed,384.86,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Holiday promo
645,584,2025-07-26T00:00:00,completed,621.16,paid,delivered,"321 Maple St, Houston, TX 77001",Fraud review
646,3,2025-10-14T00:00:00,completed,767.77,paid,delivered,"123 Main St, New York, NY 10001",Fraud review
647,314,2025-06-22T00:00:00,cancelled,758.94,refunded,cancelled,"77 Hill St, San Jose, CA 95101",Holiday promo
648,553,2025-09-19T00:00:00,pending,1251.52,unpaid,pending,"123 Main St, New York, NY 10001",Gift | INTENTIONAL_TOTAL_MISMATCH
649,351,2025-07-08T00:00:00,cancelled,305.05,refunded,cancelled,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery | INTENTIONAL_TOTAL_MISMATCH
650,229,2025-06-13T00:00:00,completed,495.98,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Call before delivery | INTENTIONAL_TOTAL_MISMATCH
651,36,2025-07-05T00:00:00,completed,106.03,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",High priority
652,643,2025-06-22T00:00:00,completed,432.94,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",INTENTIONAL_TOTAL_MISMATCH
653,405,2025-06-10T00:00:00,shipped,561.33,paid,shipped,"77 Hill St, San Jose, CA 95101",High priority
654,487,2025-07-10T00:00:00,cancelled,248.7,refunded,cancelled,"402 Lakeview Dr, Dallas, TX 75201",Leave at front desk
655,310,2025-10-01T00:00:00,processing,911.88,pending,pending,"17 Sunset Blvd, San Diego, CA 92101",Fraud review
656,352,2025-05-12T00:00:00,processing,644.97,pending,pending,"88 River Rd, San Antonio, TX 78201",Call before delivery
657,654,2025-10-11T00:00:00,processing,419.74,failed,pending,"2500 Elm St, Philadelphia, PA 19103",Deliver to neighbor if absent
658,231,2025-07-19T00:00:00,processing,373.34,paid,pending,"789 Pine Rd, Chicago, IL 60601",Fraud review
659,119,2025-10-29T00:00:00,shipped,999.97,pending,in_transit,"77 Hill St, San Jose, CA 95101",Fraud review
660,606,2025-11-05T00:00:00,pending,203.8,unpaid,pending,"321 Maple St, Houston, TX 77001",Call before delivery
661,700,2025-06-23T00:00:00,pending,194.57,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk
662,19,2025-09-20T00:00:00,cancelled,834.35,refunded,cancelled,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery
663,665,2025-10-11T00:00:00,processing,903.65,failed,pending,"123 Main St, New York, NY 10001",Holiday promo
664,393,2025-09-26T00:00:00,completed,162.19,paid,delivered,"789 Pine Rd, Chicago, IL 60601",
665,95,2025-09-22T00:00:00,completed,559.49,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Leave at front desk
666,27,2025-10-01T00:00:00,shipped,607.99,pending,delivered,"77 Hill St, San Jose, CA 95101",Gift
667,457,2025-09-02T00:00:00,shipped,715.45,pending,shipped,"402 Lakeview Dr, Dallas, TX 75201",Deliver to neighbor if absent
668,696,2025-08-11T00:00:00,processing,722.07,paid,pending,"77 Hill St, San Jose, CA 95101",Holiday promo
669,324,2025-10-18T00:00:00,shipped,18.26,pending,shipped,"123 Main St, New York, NY 10001",Holiday promo
670,585,2025-10-21T00:00:00,processing,472.27,pending,pending,"321 Maple St, Houston, TX 77001",Fraud review
671,108,2025-09-25T00:00:00,shipped,926.19,paid,shipped,"88 River Rd, San Antonio, TX 78201",Leave at front desk
672,374,2025-06-05T00:00:00,shipped,605.72,paid,delivered,"77 Hill St, San Jose, CA 95101",Gift
673,621,2025-07-05T00:00:00,completed,267.37,paid,delivered,"77 Hill St, San Jose, CA 95101",Fraud review
674,140,2025-05-22T00:00:00,completed,397.56,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
675,546,2025-07-19T00:00:00,completed,41.02,paid,delivered,"321 Maple St, Houston, TX 77001",Holiday promo
676,187,2025-06-05T00:00:00,cancelled,455.83,refunded,cancelled,"2500 Elm St, Philadelphia, PA 19103",High priority
677,121,2025-08-03T00:00:00,shipped,907.62,pending,in_transit,"123 Main St, New York, NY 10001",
678,557,2025-06-21T00:00:00,pending,495.14,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",
679,465,2025-08-04T00:00:00,processing,923.08,paid,pending,"2500 Elm St, Philadelphia, PA 19103",Deliver to neighbor if absent
680,567,2025-08-20T00:00:00,completed,576.22,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",
681,67,2025-10-25T00:00:00,completed,705.07,paid,delivered,"321 Maple St, Houston, TX 77001",Gift
682,690,2025-07-05T00:00:00,pending,686.41,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",High priority
683,580,2025-08-24T00:00:00,cancelled,427.87,unpaid,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",Deliver to neighbor if absent
684,50,2025-10-01T00:00:00,completed,616.07,paid,delivered,"88 River Rd, San Antonio, TX 78201",Gift
685,655,2025-06-05T00:00:00,completed,970.29,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Fraud review
686,498,2025-11-05T00:00:00,shipped,340.81,paid,shipped,"77 Hill St, San Jose, CA 95101",Gift | INTENTIONAL_TOTAL_MISMATCH
687,189,2025-05-17T00:00:00,pending,949.94,unpaid,pending,"321 Maple St, Houston, TX 77001",High priority
688,381,2025-07-02T00:00:00,shipped,104.71,pending,delivered,"321 Maple St, Houston, TX 77001",
689,463,2025-10-20T00:00:00,completed,643.73,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",High priority
690,539,2025-05-19T00:00:00,shipped,23.8,paid,in_transit,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
691,245,2025-07-15T00:00:00,shipped,592.57,paid,delivered,"123 Main St, New York, NY 10001",Leave at front desk
692,440,2025-09-14T00:00:00,completed,466.04,paid,delivered,"123 Main St, New York, NY 10001",Deliver to neighbor if absent
693,507,2025-05-17T00:00:00,shipped,131.8,paid,in_transit,"123 Main St, New York, NY 10001",Holiday promo
694,587,2025-10-27T00:00:00,completed,868.66,paid,delivered,"123 Main St, New York, NY 10001",Call before delivery
